s,x,y,d,ID,sex,genus,species
0,NA,NA,mothra03.0810.1226,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1228,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1230,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1232,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1234,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1236,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1238,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1240,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1242,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1244,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1246,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1248,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1250,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1252,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1254,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1256,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1258,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1300,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1302,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1304,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1306,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1308,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1310,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1312,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1314,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1316,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1318,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1320,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1322,99.9%_s10g15,female,ostrinia,nubilalis
